"","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"32","NC",28210,35.288949,-81.017299,2.5,10,"Sandwiches, Fast Food","1","1",0,"True","True","2","False","True","False","False","casual","False","False","False","False","False","no","average","False",NA,NA,NA,NA,NA,NA
"33","NC",28105,35.119773,-80.7005629,3.5,59,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","True","True","False","False"
"34","NC",28209,35.1703927,-80.8464974,4,59,"Southern, Breakfast & Brunch","0","0",1,"True","True","1","False","True","True","True","casual","False","True","False","True","False","free","average","True","False","False","True","False","False","False"
"35","NC",28203,35.2078667,-80.8598976,4,148,"Fast Food, American (Traditional)","0","0",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","True","False","False","False"
"36","NC",28205,35.217977394,-80.7939415053,5,98,"Fast Food, American (Traditional)","1","0",0,"True","True","2","True","True","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"37","IL",61820,40.1101671,-88.2329249,4.5,386,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","False","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"38","NC",28105,35.1177336,-80.7200124,3.5,93,"Nightlife, Bars","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"39","NC",28216,35.3225328,-80.9450291,3,64,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","True","casual","False","False","False","True","False","no","quiet","False","False","False","True","True","False","False"
"40","NC",28104,35.0687554401,-80.701162219,3.5,101,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","True","True","True","casual",NA,NA,NA,NA,NA,"free","average","True","False","False","True","True","False","False"
"41","NC",28211,35.1527248376,-80.827953314,4,1572,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","True","True","False","False","False","free","average","True","False","False","True","True","False","False"
"42","NC",28208,35.2085506,-80.9134552,4,110,"Fast Food, American (Traditional)","0","0",1,"True","True","2","True","True","True","True","casual","False","False","False","True","False","paid","average","True","False","False","True","False","False","False"
"43","WI",53703,43.07243,-89.38434,4,490,"Nightlife, Bars","1","1",1,"True","False","3","True","False","False","True","casual","False","True","False","False","False","no","average","False","False","False","False","True","False","False"
"44","NC",28203,35.2034162,-80.8385574,2.5,13,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"45","WI",53703,43.0749204,-89.3883945,3.5,45,"Sandwiches, Fast Food","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","True","False","False","False"
"46","WI",53590,43.1879461637,-89.2299473367,1.5,13,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","False","False","casual","False","False","False","True","False","free","loud","False","False","False","False","False","False","False"
"47","NC",28025,35.4107500063,-80.5818166507,4.5,11,"Fast Food, American (Traditional)","1","0",0,"True","True","2","True","False","True","True","casual",NA,NA,NA,NA,NA,"no","average","False","False","False","False","False","False","False"
"48","WI",53562,43.0935719,-89.4923464,2.5,34,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False",NA,NA,NA,NA,NA,NA
"49","NC",28213,35.2581442255,-80.7790575432,4,43,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","True",NA,NA,NA,NA,NA,NA
"50","NC",28211,35.171265,-80.807472,3.5,62,"Sandwiches, Fast Food","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True",NA,NA,NA,NA,NA,NA
"51","WI",53703,43.0751466,-89.3965677,4,41,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","True","True","False","False"
"52","IL",61801,40.1161711,-88.2202894,4,8,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","free","quiet","False",NA,NA,NA,NA,NA,NA
"53","WI",53716,43.0496662,-89.3255306,3.5,83,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","True","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"54","WI",53715,43.0734309,-89.3964774,5,12,"Fast Food, American (Traditional)","1","1",0,"True","True","2","True","True","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"55","WI",53704,43.0945835,-89.3641631,3,44,"Fast Food, American (Traditional)","1","0",0,"True","True","1","True","True","False","True","casual","False","False","False","True","False","no","average","True",NA,NA,NA,NA,NA,NA
"56","NC",28227,35.1756932683,-80.6543249237,3,76,"American (Traditional), Nightlife","1","1",0,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","very_loud","False","False","False","False","True","False","False"
"57","NC",28027,35.4153658582,-80.6689246331,3.5,30,"Coffee & Tea, Cafes","0","0",0,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True",NA,NA,NA,NA,NA,NA
"58","NC",28211,35.1522311,-80.8318968,2.5,3,"Coffee & Tea, Cafes","1","1",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"paid","average","False",NA,NA,NA,NA,NA,NA
"59","NC",28025,35.446819,-80.5991685,4,36,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"60","IL",61801,40.1067106,-88.2217516,3,60,"Fast Food, American (Traditional)","1","1",0,"True","True","1","True","True","True","True","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"61","NC",28211,35.1761455,-80.7996081,2.5,31,"Sandwiches, Fast Food","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True",NA,NA,NA,NA,NA,NA
"62","NC",28226,35.088117,-80.861651,3,95,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","False","False","False","False","True","False","False"
"63","NC",28036,35.5011767149,-80.8610272408,3.5,47,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"64","NC",28262,35.2961,-80.7553,1.5,13,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"no","average","True",NA,NA,NA,NA,NA,NA
"65","NC",28202,35.2170808927,-80.8479955959,3.5,33,"Coffee & Tea, Cafes","0","0",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","free","quiet","False","False","False","False","False","False","True"
"66","NC",28208,35.2202707977,-80.9470832348,3,68,"Nightlife, Bars","1","1",1,"True","True","2","False","False","False","False","casual","False","False","False","False","False","free","average","False","False","False","True","True","False","False"
"67","NC",28213,35.2946040657,-80.7480016351,1.5,18,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False",NA,NA,NA,NA,NA,NA
"68","WI",53704,43.1113142622,-89.3640175794,4,114,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","True","True","False","casual","False","False","False","True","False","no","average","True","False","False","False","True","False","False"
"69","NC",28105,35.1355697,-80.7381149,3.5,35,"Fast Food, American (Traditional)","0","0",0,"True","True","2","False","False","True","True","casual","False","False","False","False","False","free","quiet","False","False","False","True","False","False","False"
"70","NC",28262,35.310253,-80.749391,4,199,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","True","True"
"71","NC",28216,35.2734512,-80.8916921,4.5,36,"Fast Food, American (Traditional)","0","0",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","False","False","True"
"72","NC",28208,35.1902505,-80.9285933,3.5,7,"Sandwiches, Fast Food","0","0",0,"True","True","2","False","True","True","True","casual",NA,NA,NA,NA,NA,"free","average","True",NA,NA,NA,NA,NA,NA
"73","WI",53716,43.0477289,-89.3122608,5,19,"Fast Food, American (Traditional)","0","0",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","False"
"74","WI",53562,43.1045005,-89.4945568,3.5,129,"Fast Food, American (Traditional)","1","1",0,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","False","True","False","False"
"75","NC",28262,35.3363145137,-80.7555362945,3.5,83,"Southern, Breakfast & Brunch","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"76","NC",28209,35.1742292692,-80.8481419086,4,574,"Southern, Breakfast & Brunch","1","1",1,"True","True","2","False","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","True","True"
"77","NC",28203,35.200406,-80.8690417,3.5,22,"Coffee & Tea, Cafes","1","1",0,"True","False","2","False","False","False","True","casual","False","True","False","True","False","free","loud","False",NA,NA,NA,NA,NA,NA
"78","NC",28269,35.333598,-80.813201,2.5,45,"Fast Food, American (Traditional)","0","0",1,"True","True","1","False","True","True","True","casual","False","False","False","True","False","free","quiet","True","True","False","True","True","False","False"
"79","NC",28105,35.116822,-80.722003,4,64,"Fast Food, American (Traditional)","0","0",1,"True","True","2","True","False","False","True","casual","False","True","False","False","False","free","average","True",NA,NA,NA,NA,NA,NA
"80","NC",28226,35.1084974,-80.8022853,5,4,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual",NA,NA,NA,NA,NA,"free","average","True",NA,NA,NA,NA,NA,NA
"81","NC",28205,35.2114568,-80.7614948,4,59,"Fast Food, American (Traditional)","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"82","NC",28269,35.3721137904,-80.7829607676,4,98,"Nightlife, Bars","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"83","NC",28208,35.2242230736,-80.9402901706,2.5,64,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"84","NC",28052,35.2625236511,-81.1962356567,3,12,"Fast Food, American (Traditional)","0","0",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"no","loud","False",NA,NA,NA,NA,NA,NA
"85","WI",53716,43.084,-89.3162,2,12,"Fast Food, American (Traditional)","1","1",0,"True","True","2","False","False","True","False","casual","False","False","False","False","False","free","quiet","True","False","False","False","False","False","False"
"86","IL",61820,40.111322,-88.230602,3,85,"Fast Food, American (Traditional)","1","1",0,"True","False","2","True","False","True","False","casual","False","True","False","False","False","free","loud","False","False","False","True","True","False","False"
"87","WI",53593,43.0020338,-89.5306321,2.5,9,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","True","True","True","casual",NA,NA,NA,NA,NA,"no","quiet","False",NA,NA,NA,NA,NA,NA
"88","NC",28273,35.144187,-80.929394,2.5,59,"Fast Food, American (Traditional)","0","0",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","True","True","True","False","True"
"89","NC",28079,35.0631169,-80.633164,4,34,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","True","False","False","False"
"90","NC",28278,35.161365,-80.973333,3.5,9,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","True",NA,NA,NA,NA,NA,NA
"91","NC",28205,35.2278929,-80.8209316,4.5,490,"Sandwiches, Fast Food","1","0",1,"True","True","2","False","True","True","False","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"92","NC",28105,35.128028,-80.702461,3,16,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","True","True","True","casual","False","False","False","False","False","no","average","True",NA,NA,NA,NA,NA,NA
"93","WI",53703,43.074392,-89.3936635,3.5,168,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","True","True","False","casual","False","True","False","False","False","no","average","False","False","False","True","True","False","False"
"94","NC",28277,35.096737,-80.778558,3.5,134,"Coffee & Tea, Cafes","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","False","True","True"
"95","NC",28216,35.3466584621,-80.8608346287,2.5,106,"American (Traditional), Nightlife","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","loud","False","False","False","True","True","False","False"
"96","NC",28269,35.3339911,-80.7919652,3.5,55,"Sandwiches, Fast Food","1","1",1,"True","True","1","False","True","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","False","False","False"
"97","NC",28208,35.2244478,-80.887181,4,16,"Fast Food, American (Traditional)","1","0",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","True","False","False","True","False","False"
"98","WI",53562,43.0962004007,-89.5136945802,3.5,114,"Fast Food, American (Traditional)","0","0",1,"True","True","2","True","False","True","False","casual","False","True","False","True","False","no","average","False","False","False","True","True","False","False"
"99","IL",61820,40.118679,-88.244834,4,263,"Nightlife, Bars","1","1",1,"True","True","2","False","False","True","False","casual","True","True","False","False","False","no","average","True",NA,NA,NA,NA,NA,NA
"100","NC",28031,35.4803328,-80.8868747,3.5,13,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","True","True","True","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"101","WI",53711,43.064652,-89.416998,4.5,61,"Coffee & Tea, Cafes","1","1",1,"True","True","1","False","False","True","False","casual","False","True","False","False","False","free","average","True",NA,NA,NA,NA,NA,NA
"102","NC",28216,35.3258902,-80.9463896,3.5,27,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","True","True","False","False"
"103","WI",53703,43.074799,-89.396267,3.5,94,"Fast Food, American (Traditional)","1","1",1,"False","True","1","False","False","True","True","casual","True","False","False","False","False","no","average","False","False","False","True","True","False","False"
"104","WI",53704,43.124856371,-89.3101472672,4,235,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"105","WI",53713,43.0468733,-89.3547604,4,74,"American (Traditional), Nightlife","1","0",1,"True","True","2","False","False","True","True","casual","False","True","False","True","False","free","average","False","False","False","True","True","False","False"
"106","WI",53711,43.0166386,-89.4234906,3,27,"Fast Food, American (Traditional)","0","0",0,"True","True","2","True","False","False","False","casual","False","False","False","True","False","free","quiet","True",NA,NA,NA,NA,NA,NA
"107","WI",53597,43.194849,-89.4611999,2.5,36,"Fast Food, American (Traditional)","1","1",0,"True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"108","IL",61820,40.0846950551,-88.2462913487,2,6,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"free","average","False",NA,NA,NA,NA,NA,NA
"109","NC",28262,35.29543,-80.75521,1.5,23,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","formal",NA,NA,NA,NA,NA,"free","average","False",NA,NA,NA,NA,NA,NA
"110","WI",53593,42.9875525,-89.5346304,3,7,"American (Traditional), Nightlife","1","1",0,"False","True","1","False","False","False","False","casual","False","False","False","True","False","free","very_loud","False",NA,NA,NA,NA,NA,NA
"111","NC",28205,35.2200929,-80.8156233,3.5,66,"Southern, Breakfast & Brunch","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","loud","True","False","False","False","True","False","False"
"112","WI",53598,43.1934723,-89.339526,4,62,"Fast Food, American (Traditional)","1","1",0,"True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"113","NC",28036,35.5059572,-80.8673773,4,28,"Nightlife, Bars","1","1",0,"True","False","2","True","False","False","True","casual","False","False","False","True","False","free","quiet","False",NA,NA,NA,NA,NA,NA
"114","NC",28173,34.9336748,-80.7501088,3.5,71,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"115","NC",28031,35.4822491,-80.8803029,3,16,"Sandwiches, Fast Food","1","1",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"no","loud","False",NA,NA,NA,NA,NA,NA
"116","WI",53705,43.070914,-89.4522796,3.5,218,"American (Traditional), Nightlife","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"117","WI",53715,43.053124,-89.39625,3.5,67,"Fast Food, American (Traditional)","1","1",0,"True","True","2","True","True","True","False","casual","False","True","False","True","False","free","average","True","False","False","True","True","False","False"
"118","NC",28208,35.2240066,-80.8976778,2,7,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","very_loud","False","False","False","False","False","False","False"
"119","NC",28277,35.0226467,-80.8468114,3.5,31,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","True","True","False","casual","False","False","False","False","False","no","quiet","True",NA,NA,NA,NA,NA,NA
"120","NC",28277,35.068661392,-80.8411020633,4,195,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","True","casual","False","True","False","True","False","free","average","True","False","False","False","True","False","False"
"121","NC",28262,35.280399,-80.794036,3.5,51,"Southern, Breakfast & Brunch","1","1",1,"True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"122","NC",28262,35.3078037,-80.7542218,2,121,"American (Traditional), Nightlife","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","free","very_loud","False","False","False","True","True","False","False"
"123","IL",61821,40.133549,-88.260065,3,32,"Southern, Breakfast & Brunch","1","1",0,"True","True","1","False","False","True","False","casual",NA,NA,NA,NA,NA,"no","loud","True","False","False","False","False","False","False"
"124","NC",28277,35.061201041,-80.8142977742,2.5,41,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"125","NC",28027,35.3629755,-80.711826,3.5,28,"Nightlife, Bars","1","1",0,"True","True","2","True","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"126","WI",53562,43.096083,-89.51364,4,124,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","False","casual","False","True","False","False","False","free","quiet","True","False","False","True","True","False","False"
"127","NC",28280,35.2265794,-80.8432784,4,41,"Fast Food, American (Traditional)","0","0",1,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","True","False","False","False"
"128","NC",28031,35.4761288,-80.8899692,3,82,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"129","NC",28262,35.309966,-80.747857,4.5,166,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"130","NC",28205,35.247708,-80.8043837,3.5,306,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","False","True","True","casual","False","True","False","False","False","free","average","True","False","False","True","True","True","False"
"131","NC",28105,35.125605,-80.7293229,3.5,22,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","True","True"
"132","NC",28202,35.224472,-80.845472,4,475,"Southern, Breakfast & Brunch","1","1",1,"True","True","2","True","False","False","True","casual","False","False","False","False","False","free","average","True","False","False","False","True","False","False"
"133","NC",28078,35.4435056,-80.8862574,3,75,"American (Traditional), Nightlife","1","1",1,"True","True","2","True","False","True","True","casual","False","False","False","False","False","free","loud","True","False","False","True","True","True","False"
"134","WI",53704,43.129083,-89.303678,4,36,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"135","NC",28216,35.3242932,-80.9477716,4,14,"Sandwiches, Fast Food","0","0",0,"True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"136","NC",28134,35.082333,-80.877212,3,7,"Fast Food, American (Traditional)","0","0",0,"True","True","1","False","False","True","False","casual","False","False","False","False","False","free","loud","True","False","False","False","False","False","False"
"137","NC",28262,35.303719221,-80.7493155509,3.5,36,"Sandwiches, Fast Food","1","1",1,"True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"138","NC",28269,35.334731767,-80.7914621176,3.5,87,"Fast Food, American (Traditional)","1","1",1,"True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"139","WI",53719,43.0146904387,-89.4983652026,2.5,14,"Fast Food, American (Traditional)","1","1",0,"True","True","1","False","True","True","False","casual","False","False","False","False","False","no","quiet","False",NA,NA,NA,NA,NA,NA
"140","NC",28204,35.2123879,-80.8171465,4.5,593,"Fast Food, American (Traditional)","1","1",1,"True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
